10318;46;9474;435804;435804;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Medium
10329;42;100;439614;439614;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10341;41;100;773793;773793;Shipped;11;2004;Motorcycles;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Large
10361;20;7255;1451;145100;Shipped;12;2004;Motorcycles;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Small
10375;21;3491;73311;73311;Shipped;2;2005;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune Janine;Small
10388;42;7636;320712;320712;Shipped;3;2005;Motorcycles;FunGiftIdeas.com;New Bedford;USA;Benitez Violeta;Medium
10403;24;100;243456;243456;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Small
10417;66;100;751608;751608;Disputed;5;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Large
10103;26;100;540462;540462;Shipped;1;2003;Classic Cars;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Medium
10112;29;100;720911;720911;Shipped;3;2003;Classic Cars;Volvo Model Replicas, Co;Lule;Sweden;Berglund Christina;Large
10126;38;100;732906;732906;Shipped;5;2003;Classic Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Large
10140;37;100;73741;73741;Shipped;7;2003;Classic Cars;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Large
10150;45;100;109935;109935;Shipped;9;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Large
10163;21;100;486024;486024;Shipped;10;2003;Classic Cars;Classic Legends Inc.;NYC;USA;Hernandez Maria;Medium
10174;34;100;801482;801482;Shipped;11;2003;Classic Cars;Australian Gift Network, Co;South Brisbane;Australia;Calaghan Tony;Large
10183;23;100;537257;537257;Shipped;11;2003;Classic Cars;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes Francisca;Medium
10194;42;100;729036;729036;Shipped;11;2003;Classic Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Large
10206;47;100;906489;906489;Shipped;12;2003;Classic Cars;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri Yoshi;Large
10215;35;100;60753;60753;Shipped;1;2004;Classic Cars;West Coast Collectables Co.;Burbank;USA;Thompson Steve;Medium
10228;29;100;646323;646323;Shipped;3;2004;Classic Cars;Cambridge Collectables Co.;Cambridge;USA;Tseng Kyung;Medium
10245;34;100;612034;612034;Shipped;5;2004;Classic Cars;Super Scale Inc.;New Haven;USA;Murphy Leslie;Medium
10258;32;100;768064;768064;Shipped;6;2004;Classic Cars;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura Akiko;Large
10270;21;100;490539;490539;Shipped;7;2004;Classic Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Medium
10280;34;100;801482;801482;Shipped;8;2004;Classic Cars;Amica Models & Co.;Torino;Italy;Accorti Paolo;Large
10291;37;100;713619;713619;Shipped;9;2004;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Large
10304;47;100;101727;101727;Shipped;10;2004;Classic Cars;Auto Assoc. & Cie.;Versailles;France;Tonini Daniel;Large
10312;48;100;116237;116237;Shipped;10;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10322;40;100;60004;60004;Shipped;11;2004;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Medium
10333;26;100;3003;3003;Shipped;11;2004;Classic Cars;Mini Wheels Co.;San Francisco;USA;Murphy Julie;Medium
10347;30;100;39447;39447;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Medium
10357;32;100;569184;569184;Shipped;12;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10369;41;100;451492;451492;Shipped;1;2005;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson Allen;Medium
10381;36;100;82548;82548;Shipped;2;2005;Classic Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Large
10391;24;100;241656;241656;Shipped;3;2005;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Small
10411;23;100;414023;414023;Shipped;5;2005;Classic Cars;Quebec Home Shopping Network;Montreal;Canada;Fresnisre Jean;Medium
10424;50;100;12001;12001;In Process;5;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Large
10107;39;9991;389649;389649;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10120;29;9634;279386;279386;Shipped;4;2003;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Small
10134;27;100;330777;330777;Shipped;7;2003;Motorcycles;Lyon Souveniers;Paris;France;Da Cunha Daniel;Medium
10145;37;100;519295;519295;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young Julie;Medium
10159;37;100;501683;501683;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10168;27;100;366093;366093;Shipped;10;2003;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Medium
10180;42;100;46956;46956;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance Martine;Medium
10188;38;9634;366092;366092;Shipped;11;2003;Motorcycles;Herkku Gifts;Bergen;Norway;Oeztan Veysel;Medium
10201;24;100;302592;302592;Shipped;12;2003;Motorcycles;Mini Wheels Co.;San Francisco;USA;Murphy Julie;Medium
10210;23;100;300909;300909;Shipped;1;2004;Motorcycles;Osaka Souveniers Co.;Osaka;Japan;Kentary Mory;Medium
10223;47;100;542239;542239;Shipped;2;2004;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Medium
10236;22;100;285208;285208;Shipped;4;2004;Motorcycles;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez Rosa;Small
10251;44;100;575652;575652;Shipped;5;2004;Motorcycles;Tekni Collectables Inc.;Newark;USA;Brown William;Medium
10263;40;100;4472;4472;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King Julie;Medium
10275;22;100;290444;290444;Shipped;7;2004;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune Janine;Small
10285;47;100;648459;648459;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Medium
10298;39;9634;375726;375726;Shipped;9;2004;Motorcycles;Atelier graphique;Nantes;France;Schmitt Carine;Medium
10308;34;100;404396;404396;Shipped;10;2004;Motorcycles;Mini Classics;White Plains;USA;Frick Steve;Medium
10318;45;100;55665;55665;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Medium
10329;20;100;3176;3176;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10339;40;6892;27568;275680;Shipped;11;2004;Motorcycles;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura Akiko;Small
10361;26;5115;13299;132990;Shipped;12;2004;Motorcycles;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Small
10374;39;100;528801;528801;Shipped;2;2005;Motorcycles;Australian Gift Network, Co;South Brisbane;Australia;Calaghan Tony;Medium
10388;50;4451;22255;222550;Shipped;3;2005;Motorcycles;FunGiftIdeas.com;New Bedford;USA;Benitez Violeta;Small
10402;45;100;58338;58338;Shipped;4;2005;Motorcycles;Auto Canal Petit;Paris;France;Perrier Dominique;Medium
10417;45;100;588735;588735;Disputed;5;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10107;27;100;606555;606555;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10120;46;100;926486;926486;Shipped;4;2003;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Large
10134;31;100;702398;702398;Shipped;7;2003;Motorcycles;Lyon Souveniers;Paris;France;Da Cunha Daniel;Large
10145;33;100;517638;517638;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young Julie;Medium
10159;22;100;41327;41327;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10168;20;100;4183;4183;Shipped;10;2003;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Medium
10180;41;100;88929;88929;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance Martine;Large
10188;45;100;87147;87147;Shipped;11;2003;Motorcycles;Herkku Gifts;Bergen;Norway;Oeztan Veysel;Large
10201;49;100;806589;806589;Shipped;12;2003;Motorcycles;Mini Wheels Co.;San Francisco;USA;Murphy Julie;Large
10210;34;100;61234;61234;Shipped;1;2004;Motorcycles;Osaka Souveniers Co.;Osaka;Japan;Kentary Mory;Medium
10223;49;100;977403;977403;Shipped;2;2004;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Large
10237;39;100;70239;70239;Shipped;4;2004;Motorcycles;Vitachrome Inc.;NYC;USA;Frick Michael;Large
10251;43;100;707823;707823;Shipped;5;2004;Motorcycles;Tekni Collectables Inc.;Newark;USA;Brown William;Large
10263;41;100;833694;833694;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King Julie;Large
10275;36;100;690192;690192;Shipped;7;2004;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune Janine;Medium
10285;27;100;543807;543807;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Medium
10299;29;100;668334;668334;Shipped;9;2004;Motorcycles;Toys of Finland, Co.;Helsinki;Finland;Karttunen Matti;Medium
10308;20;100;45704;45704;Shipped;10;2004;Motorcycles;Mini Classics;White Plains;USA;Frick Steve;Medium
10318;37;100;766714;766714;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Large
10329;26;100;58682;58682;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu Kwai;Medium
10339;39;7667;299013;299013;Shipped;11;2004;Motorcycles;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura Akiko;Small
10362;22;100;36641;36641;Shipped;1;2005;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Medium
10374;22;100;383438;383438;Shipped;2;2005;Motorcycles;Australian Gift Network, Co;South Brisbane;Australia;Calaghan Tony;Medium
10388;21;8677;182217;182217;Shipped;3;2005;Motorcycles;FunGiftIdeas.com;New Bedford;USA;Benitez Violeta;Small
10403;66;100;118866;118866;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Large
10417;56;100;921816;921816;Disputed;5;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Large
10105;50;100;7208;7208;Shipped;2;2003;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen Jytte;Large
10119;46;100;50048;50048;Shipped;4;2003;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Medium
10129;33;100;439824;439824;Shipped;6;2003;Classic Cars;Stylish Desk Decors, Co.;London;UK;Brown Ann;Medium
10143;49;100;559776;559776;Shipped;8;2003;Classic Cars;Mini Creations Ltd.;New Bedford;USA;Tam Wing C;Medium
10155;32;100;452608;452608;Shipped;10;2003;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen Matti;Medium
10167;44;100;592416;592416;Cancelled;10;2003;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Medium
10178;24;100;349248;349248;Shipped;11;2003;Classic Cars;Alpha Cognac;Toulouse;France;Roulet Annette;Medium
10186;26;100;385424;385424;Shipped;11;2003;Classic Cars;Double Decker Gift Stores, Ltd;London;UK;Hardy Thomas;Medium
10197;45;100;53244;53244;Shipped;11;2003;Classic Cars;Enaco Distributors;Barcelona;Spain;Saavedra Eduardo;Medium
10209;39;100;519792;519792;Shipped;1;2004;Classic Cars;Men 'R' US Retailers, Ltd.;Los Angeles;USA;Chandler Michael;Medium
10222;49;100;59976;59976;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson Valarie;Medium
10248;20;100;29104;29104;Cancelled;5;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu Kwai;Small
10261;27;100;337824;337824;Shipped;6;2004;Classic Cars;Quebec Home Shopping Network;Montreal;Canada;Fresnisre Jean;Medium
10273;30;100;35088;35088;Shipped;7;2004;Classic Cars;Petit Auto;Bruxelles;Belgium;Dewey Catherine;Medium
10283;25;100;2992;2992;Shipped;8;2004;Classic Cars;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln Elizabeth;Small
10295;24;100;34272;34272;Shipped;9;2004;Classic Cars;Gifts4AllAges.com;Boston;USA;Yoshido Juri;Medium
10307;22;100;26928;26928;Shipped;10;2004;Classic Cars;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes Francisca;Small
10316;33;100;412896;412896;Shipped;11;2004;Classic Cars;giftsbymail.co.uk;Cowes;UK;Bennett Helen;Medium
10325;47;6493;305171;305171;Shipped;11;2004;Classic Cars;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Medium
10337;25;4805;120125;120125;Shipped;11;2004;Classic Cars;Classic Legends Inc.;NYC;USA;Hernandez Maria;Small
10350;26;7547;196222;196222;Shipped;12;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Small
10359;48;5468;262464;262464;Shipped;12;2004;Classic Cars;Reims Collectables;Reims;France;Henriot Paul;Small
10373;39;100;404625;404625;Shipped;1;2005;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo Pirkko;Medium
10384;34;100;48467;48467;Shipped;2;2005;Classic Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10395;32;100;337056;337056;Shipped;3;2005;Classic Cars;Lyon Souveniers;Paris;France;Da Cunha Daniel;Medium
10400;64;100;966144;966144;Shipped;4;2005;Classic Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick Sue;Large
10414;19;100;276488;276488;On Hold;5;2005;Classic Cars;Gifts4AllAges.com;Boston;USA;Yoshido Juri;Small
10103;42;100;539826;539826;Shipped;1;2003;Classic Cars;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Medium
10114;31;100;430528;430528;Shipped;4;2003;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand Marie;Medium
10126;22;100;334774;334774;Shipped;5;2003;Classic Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Medium
10140;26;100;318812;318812;Shipped;7;2003;Classic Cars;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Medium
10150;20;100;31912;31912;Shipped;9;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Medium
10164;21;100;353682;353682;Resolved;10;2003;Classic Cars;Mini Auto Werke;Graz;Austria;Mendel Roland;Medium
10175;33;100;536283;536283;Shipped;11;2003;Classic Cars;Stylish Desk Decors, Co.;London;UK;Brown Ann;Medium
10183;28;100;343336;343336;Shipped;11;2003;Classic Cars;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes Francisca;Medium
10194;26;100;426374;426374;Shipped;11;2003;Classic Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Medium
10207;31;100;407619;407619;Shipped;12;2003;Classic Cars;Diecast Collectables;Boston;USA;Franco Valarie;Medium
10217;48;100;702048;702048;Shipped;2;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Large
10229;50;100;64265;64265;Shipped;3;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10245;28;100;459172;459172;Shipped;5;2004;Classic Cars;Super Scale Inc.;New Haven;USA;Murphy Leslie;Medium
10259;26;100;403338;403338;Shipped;6;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino Wendy;Medium
10270;32;100;430208;430208;Shipped;7;2004;Classic Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley Adrian;Medium
10281;44;100;702064;702064;Shipped;8;2004;Classic Cars;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Large
10291;30;100;38559;38559;Shipped;9;2004;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Medium
10305;38;100;668078;668078;Shipped;10;2004;Classic Cars;Marta's Replicas Co.;Cambridge;USA;Hernandez Marta;Medium
10313;40;100;6678;6678;Shipped;10;2004;Classic Cars;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri Yoshi;Medium
10322;46;6199;285154;285154;Shipped;11;2004;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young Valarie;Small
10334;26;100;318812;318812;On Hold;11;2004;Classic Cars;Volvo Model Replicas, Co;Lule;Sweden;Berglund Christina;Medium
10347;27;100;4428;4428;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson Peter;Medium
10357;43;100;578092;578092;Shipped;12;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10370;35;6563;229705;229705;Shipped;1;2005;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Small
10381;37;100;623154;623154;Shipped;2;2005;Classic Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Medium
10391;37;469;17353;17353;Shipped;3;2005;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Small
10411;27;100;442773;442773;Shipped;5;2005;Classic Cars;Quebec Home Shopping Network;Montreal;Canada;Fresnisre Jean;Medium
10425;38;100;589494;589494;In Process;5;2005;Classic Cars;La Rochelle Gifts;Nantes;France;Labrune Janine;Medium
10108;33;100;526515;526515;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz Arnold;Medium
10122;42;100;75999;75999;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan Laurence;Large
10135;42;100;800856;800856;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10147;48;100;924576;924576;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson Allen;Large
10159;41;100;829635;829635;Shipped;10;2003;Classic Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown Julie;Large
10169;30;100;50199;50199;Shipped;11;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara Anna;Medium
10181;27;100;541107;541107;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan Veysel;Medium
10191;21;100;38409;38409;Shipped;11;2003;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim Henriette;Medium
10203;20;100;39304;39304;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10211;41;100;74989;74989;Shipped;1;2004;Classic Cars;Auto Canal Petit;Paris;France;Perrier Dominique;Large
10225;27;100;451791;451791;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz Michael;Medium
10238;28;100;577472;577472;Shipped;4;2004;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen Jytte;Medium
10253;24;100;392256;392256;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon Elizabeth;Medium
10266;44;100;916036;916036;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Large
10276;50;100;9631;9631;Shipped;8;2004;Classic Cars;Online Mini Collectables;Brickhaven;USA;Barajas Miguel;Large
10287;21;100;343224;343224;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz Michael;Medium
10300;33;100;552189;552189;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel Roland;Medium
10310;33;100;693462;693462;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim Henriette;Medium
10320;31;100;687611;687611;Shipped;11;2004;Classic Cars;Volvo Model Replicas, Co;Lule;Sweden;Berglund Christina;Medium
10329;41;7147;293027;293027;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu Kwai;Small
10341;45;7965;358425;358425;Shipped;11;2004;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Medium
10363;33;8539;281787;281787;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen Kalle;Small
10375;45;76;3420;3420;Shipped;2;2005;Classic Cars;La Rochelle Gifts;Nantes;France;Labrune Janine;Medium
10389;26;9904;257504;257504;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson Maria;Small
10419;12;100;196128;196128;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps Georg;Small
10105;41;100;869036;869036;Shipped;2;2003;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen Jytte;Large
10117;33;100;603438;603438;Shipped;4;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Medium
10127;46;100;112792;112792;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young Jeff;Large
10142;33;100;802329;802329;Shipped;8;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10153;20;100;4904;4904;Shipped;9;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre Diego;Medium
10165;44;100;859452;859452;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Large
10176;33;100;74745;74745;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni Maurizio;Large
10185;21;100;388374;388374;Shipped;11;2003;Classic Cars;Mini Creations Ltd.;New Bedford;USA;Tam Wing C;Medium
10196;47;100;88877;88877;Shipped;11;2003;Classic Cars;Super Scale Inc.;New Haven;USA;Murphy Leslie;Large
10208;46;100;860292;860292;Shipped;1;2004;Classic Cars;Saveley & Henriot, Co.;Lyon;France;Saveley Mary;Large
10220;32;100;718144;718144;Shipped;2;2004;Classic Cars;Clover Collections, Co.;Dublin;Ireland;Cassidy Dean;Large
10231;42;100;837858;837858;Shipped;3;2004;Classic Cars;CAF Imports;Madrid;Spain;Fernandez Jesus;Large
10247;44;100;106062;106062;Shipped;5;2004;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen Kalle;Large
10272;35;100;58184;58184;Shipped;7;2004;Classic Cars;Diecast Classics Inc.;Allentown;USA;Yu Kyung;Medium
10282;41;100;707127;707127;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Large
10293;46;100;841156;841156;Shipped;9;2004;Classic Cars;Amica Models & Co.;Torino;Italy;Accorti Paolo;Large
10306;31;100;657076;657076;Shipped;10;2004;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth Victoria;Medium
10314;38;100;797544;797544;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen Palle;Large
10325;42;64;2688;2688;Shipped;11;2004;Classic Cars;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Small
10336;33;5722;188826;188826;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand Marie;Small
10348;48;5236;251328;251328;Shipped;11;2004;Classic Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Small
10359;42;100;476448;476448;Shipped;12;2004;Classic Cars;Reims Collectables;Reims;France;Henriot Paul;Medium
10371;32;100;356064;356064;Shipped;1;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10382;34;100;382364;382364;Shipped;2;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10395;33;6912;228096;228096;Shipped;3;2005;Classic Cars;Lyon Souveniers;Paris;France;Da Cunha Daniel;Small
10413;36;100;86778;86778;Shipped;5;2005;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King Julie;Large
10103;27;100;339498;339498;Shipped;1;2003;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen Jonas;Medium
10113;21;100;341544;341544;Shipped;3;2003;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson Valarie;Medium
10126;21;100;243957;243957;Shipped;5;2003;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer Mart¡n;Small
10140;38;100;48298;48298;Shipped;7;2003;Trucks and Buses;Technics Stores Inc.;Burlingame;USA;Hirano Juri;Medium
10150;30;100;41001;41001;Shipped;9;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad Eric;Medium
10164;49;100;656306;656306;Resolved;10;2003;Trucks and Buses;Mini Auto Werke;Graz;Austria;Mendel Roland;Medium
10174;43;100;681722;681722;Shipped;11;2003;Trucks and Buses;Australian Gift Network, Co;South Brisbane;Australia;Calaghan Tony;Medium
10183;41;100;616394;616394;Shipped;11;2003;Trucks and Buses;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes Francisca;Medium
